country_code,country,province,city,population,latitude,longitude
KE,Kenya,Nyanza,Kisumu,306047,-0.090034567,34.75001298
KE,Kenya,Eastern,Meru,47226,0.059982116,37.64001745
KE,Kenya,Rift Valley,Eldoret,285913.5,0.520005716,35.26998124
KE,Kenya,Coast,Mombasa,840834,-4.040026022,39.68991817
KE,Kenya,Nairobi,Nairobi,2880273.5,-1.283346742,36.81665686
KI,Kiribati,,Tarawa,25668,1.338187506,173.0175708
KW,Kuwait,Hawalli,Hawalli,164212,29.33334002,47.99999756
KW,Kuwait,Al Ahmadi,Al Ahmadi,68763,29.0769448,48.08377274
KW,Kuwait,Al Jahrah,Al Jahra,194193,29.33747154,47.6580623
KW,Kuwait,Al Kuwayt,Kuwait,1061532,29.36971763,47.97830115
KG,Kyrgyzstan,Bishkek,Tokmak,87953.5,42.82987795,75.28459306
KG,Kyrgyzstan,Bishkek,Kara Balta,68464.5,42.83062726,73.88566036
KG,Kyrgyzstan,Ysyk-Köl,Cholpon Ata,14086.5,42.65133588,77.08107255
KG,Kyrgyzstan,Naryn,Naryn,44003.5,41.42634605,75.99106156
KG,Kyrgyzstan,Jalal-Abad,Kok Yangak,14523,41.03071128,73.20575354
KG,Kyrgyzstan,Ysyk-Köl,Balykchy,40263.5,42.4560248,76.18536495
KG,Kyrgyzstan,Naryn,At Bashy,15413.5,41.17248557,75.79680985
KG,Kyrgyzstan,Jalal-Abad,Jalal Abad,162299.5,40.94288719,73.00251013
KG,Kyrgyzstan,Jalal-Abad,Toktogul,22725.5,41.88257143,72.93719112
KG,Kyrgyzstan,Jalal-Abad,Tash Komur,19974.5,41.34185508,72.23144608
KG,Kyrgyzstan,Talas,Talas,28646,42.51837242,72.24291825
KG,Kyrgyzstan,Osh,Osh,295638.5,40.54040529,72.79001664
KG,Kyrgyzstan,Ysyk-Köl,Karakol,63411.5,42.49204327,78.38182003
KG,Kyrgyzstan,Bishkek,Bishkek,820606,42.87307945,74.58520422
LA,Laos,Bokeo,Ban Houayxay,6347,20.2775,100.4127778
LA,Laos,Louang Namtha,Louang Namtha,3225,20.95000205,101.4166986
LA,Laos,Champasak,Champasak,12994,14.88330011,105.8667036
LA,Laos,Saravan,Saravan,5521,15.715998,106.4269987
LA,Laos,Houaphan,Xam Nua,38992,20.41669802,104.0333047
LA,Laos,Phôngsali,Phongsali,6000,21.68330399,102.0999967
LA,Laos,Attapu,Attapu,4297,14.8079971,106.8390005
LA,Laos,Xaignabouri,Xaignabouri,16200,19.2504645,101.7500577
LA,Laos,Champasak,Pakxe,95553.5,15.12206016,105.8183365
LA,Laos,Xiangkhoang,Xiangkhoang,5189,19.33368939,103.3665999
LA,Laos,Louangphrabang,Louangphrabang,77260,19.88453432,102.1416101
LA,Laos,Khammouan,Thakhek,51564,17.41119692,104.8361226
LA,Laos,Savannakhét,Savannakhet,75725.5,16.53758099,104.772974
LA,Laos,Vientiane [prefecture],Vientiane,662174,17.96669273,102.59998
LV,Latvia,Latgale,Rezekne,38219,56.50002545,27.3165649
LV,Latvia,Ventspils,Ventspils,42764,57.38986778,21.56058549
LV,Latvia,Jelgava,Jelgava,64499,56.65270347,23.71280554
LV,Latvia,Liepaja,Liepaga,83969.5,56.50997316,21.01002478
LV,Latvia,Daugavpils,Daugavpils,109969.5,55.87995994,26.50999914
LV,Latvia,Riga,Riga,723802.5,56.95002382,24.09996537
LB,Lebanon,Mount Lebanon,B'abda,9000,33.83330406,35.53329652
LB,Lebanon,An Nabatiyah,Nabatiye et Tahta,60000,33.38330402,35.45000164
LB,Lebanon,South Lebanon,Saida,173894,33.56302757,35.36878658
LB,Lebanon,Mount Lebanon,Zahle,61192,33.85011599,35.90415442
LB,Lebanon,North Lebanon,Trablous,361286,34.42000368,35.8699963
LB,Lebanon,Beirut,Beirut,1779062.5,33.87197512,35.50970821
LS,Lesotho,Berea,Teyateyaneng,5115,-29.15299794,27.75300351
LS,Lesotho,Mohale's Hoek,Mohales Hoek,24992,-30.15899991,27.47999751
LS,Lesotho,Quthing,Moyeni,24130,-30.41099991,27.71600451
LS,Lesotho,Leribe,Hlotse,47675,-28.87800298,28.05599764
LS,Lesotho,Leribe,Butha-Buthe,16330,-28.74999591,28.25000158
LS,Lesotho,Mokhotlong,Mokhotlong,8809,-29.29100403,29.07800155
LS,Lesotho,Mafeteng,Mafetang,54708.5,-29.81664386,27.25000565
LS,Lesotho,Maseru,Maseru,239839.5,-29.31667438,27.48327307
LR,Liberia,GrandKru,Barclayville,2733,4.799996997,-8.166698518
LR,Liberia,Lofa,Voinjama,26594,8.416701115,-9.749996524
LR,Liberia,Montserrado,Bentol,4089,6.433299035,-10.60000152
LR,Liberia,Margibi,Kakata,33945,6.525999009,-10.34900054
LR,Liberia,Nimba,Sanniquellie,11415,7.371000109,-8.684999462
LR,Liberia,River Cess,Rivercess,2578,5.464998046,-9.577997442
LR,Liberia,Maryland,Harper,25249,4.375377623,-7.716981447
LR,Liberia,Bong,Gbarnga,31856.5,7.010410582,-9.489999839
LR,Liberia,GrandGedeh,Zwedru,19459.5,6.070390441,-8.130005332
LR,Liberia,Sinoe,Greenville,10374,5.011126932,-9.038812908
LR,Liberia,Grand Bassa,Buchanan,37023,5.916084614,-10.05247197
LR,Liberia,Grand Cape Mount,Robertsport,7951,6.753320332,-11.36859318
LR,Liberia,Montserrado,Monrovia,913331,6.31055666,-10.80475163
LY,Libya,Ghadamis,Dirj,931,30.1679118,10.45666378
LY,Libya,Ghadamis,Nalut,66418.5,31.88044293,10.97001745
LY,Libya,Al Jufrah,Zillah,10,28.55041363,17.58336055
LY,Libya,Al Marqab,Al Khums,192502,32.66042116,14.25999752
LY,Libya,Murzuq,Tajarhi,1498,24.3703587,14.47083736
LY,Libya,Sabha,Umm al Abid,299,27.51701418,15.03333533
LY,Libya,Az Zawiyah,Az Zawiyah,193061.5,32.76041506,12.71998816
LY,Libya,Mizdah,Gharyan,116014.5,32.17037355,13.01996985
LY,Libya,Mizdah,Mizdah,16379.5,31.43372601,12.98333126
LY,Libya,Bani Walid,Bani Walid,55871,31.77039797,13.98998816
LY,Libya,Al Hizam Al Akhdar,Al Marj,127427.5,32.50045677,20.82998409
LY,Libya,Al Jabal al Akhdar,Al Bayda,1794,32.76041506,21.62001339
LY,Libya,Al Jabal al Akhdar,Shahhat,44188,32.82813702,21.86216915
LY,Libya,Ajdabiya,El Agheila,100,30.25702781,19.20000606
LY,Libya,Ajdabiya,Maradah,2364.5,29.23370526,19.21664587
LY,Libya,Benghazi,Qaminis,5348,31.66063723,20.01546016
LY,Libya,Surt,As Sidr,50,30.67041343,18.26662634
LY,Libya,Al Butnan,Al Jaghbub,1744,29.75039207,24.51658077
LY,Libya,Ghadamis,Ghadamis,6623,30.13328859,9.500029662
LY,Libya,Al Jufrah,Hun,17352,29.11665814,15.93333207
LY,Libya,Ash Shati',Birak,42432.5,27.53331809,14.28335526
LY,Libya,Ghat,Ghat,22006,24.96474103,10.17275346
LY,Libya,Murzuq,Marzuq,49401.5,25.90439943,13.89722896
LY,Libya,Ajdabiya,Ajdabiya,139095.5,30.76999392,20.21999548
LY,Libya,Ajdabiya,Awjilah,6610,29.10802818,21.2869071
LY,Libya,Surt,Surt,110756.5,31.2099929,16.59003617
LY,Libya,Al Qubbah,Darnah,103378,32.76481113,22.63913928
LY,Libya,Al Butnan,Tubruq,192289.5,32.07999147,23.96002559
LY,Libya,Al Kufrah,Al Jawf,24132,24.19998151,23.28998897
LY,Libya,Murzuq,Tmassah,350,26.36664512,15.80000688
LY,Libya,Misratah,Misratah,301160,32.37997316,15.09999792
LY,Libya,An Nuqat al Khams,Zuwarah,123848,32.93440961,12.07914872
LY,Libya,Sabha,Sabha,100249,27.0332711,14.43332027
LY,Libya,Benghazi,Banghazi,881187,32.11673342,20.06672318
LY,Libya,Tajura' wa an Nawahi al Arba,Tripoli,1209199,32.89250002,13.18001176
LI,Liechtenstein,,Vaduz,20811.5,47.13372377,9.516669473
LT,Lithuania,Panevezio,Panevezys,122400,55.74002016,24.37002641
LT,Lithuania,Šiauliai,Siauliai,132057.5,55.93863853,23.32502559
LT,Lithuania,Klaipedos,Klaipeda,191334,55.72040896,21.11994055
LT,Lithuania,Kauno,Kaunas,363844.5,54.95040428,23.88003048
LT,Lithuania,Vilniaus,Vilnius,524697.5,54.68336631,25.31663529
LU,Luxembourg,Diekirch,Diekirch,6242,49.88330105,6.166701555
LU,Luxembourg,Grevenmacher,Grevenmacher,3958,49.69999811,6.333300575
LU,Luxembourg,Luxembourg,Luxembourg,91972,49.61166038,6.130002806
MO,Macau S.A.R,,Macau,568700,22.20299746,113.5450484
MK,Macedonia,Tetovo,Tetovo,96038,42.00923037,20.9700789
MK,Macedonia,Bitola,Bitola,75551,41.03905703,21.33951371
MK,Macedonia,Centar,Skopje,484488,42.00000612,21.43346147
MG,Madagascar,Antsiranana,Sambava,37493.5,-14.26617186,50.16659135
MG,Madagascar,Antsiranana,Ambanja,26231.5,-13.68289996,48.45000362
MG,Madagascar,Fianarantsoa,Ihosy,13902,-22.39962889,46.11665767
MG,Madagascar,Mahajanga,Mandritsara,9705,-15.83284625,48.81664791
MG,Madagascar,Mahajanga,Besalampy,1022,-16.74953449,44.48332068
MG,Madagascar,Mahajanga,Marovoay,16513,-16.09954832,46.63331864
MG,Madagascar,Mahajanga,Antsohihy,15258.5,-14.86608356,47.98336544
MG,Madagascar,Toamasina,Ambatondrazaka,41843,-17.83287921,48.41667232
MG,Madagascar,Toliary,Bekiy,4286,-24.21615884,45.31660315
MG,Madagascar,Toliary,Manja,1536,-21.43291787,44.33325232
MG,Madagascar,Toliary,Miandrivazo,11893.5,-19.51618732,45.46661983
MG,Madagascar,Antananarivo,Antsirabe,307921,-19.85001707,47.03329423
MG,Madagascar,Antsiranana,Antalaha,40668,-14.88334349,50.28332841
MG,Madagascar,Antsiranana,Andoany,20535.5,-13.40002317,48.26660396
MG,Madagascar,Fianarantsoa,Farafangana,14992.5,-22.81660602,47.8332454
MG,Madagascar,Fianarantsoa,Mananjary,19841,-21.216652,48.33331824
MG,Madagascar,Mahajanga,Maintirano,5925,-18.06661172,44.01668249
MG,Madagascar,Toamasina,Toamasina,208299.5,-18.18179848,49.40498409
MG,Madagascar,Toamasina,Maroantsetra,30952.5,-15.43333576,49.73333614
MG,Madagascar,Toliary,Tolanaro,16818,-25.02680703,46.99004106
MG,Madagascar,Toliary,Morombe,16727,-21.73913848,43.36567763
MG,Madagascar,Toliary,Androka,174,-25.02194623,44.07494694
MG,Madagascar,Toliary,Morondava,20018.5,-20.28327228,44.28333288
MG,Madagascar,Antsiranana,Antsiranana,76312,-12.27650152,49.3115261
MG,Madagascar,Fianarantsoa,Fianarantsoa,175705.5,-21.43333128,47.08326534
MG,Madagascar,Mahajanga,Mahajanga,145158.5,-15.67001382,46.34501583
MG,Madagascar,Toliary,Toliara,106278,-23.35683144,43.68998409
MG,Madagascar,Antananarivo,Antananarivo,1544216.5,-18.91663735,47.5166239
MW,Malawi,Mzimba,Mzimba,19308,-11.9,33.6
MW,Malawi,Machinga,Machinga,1418,-14.9666667,35.5166667
MW,Malawi,Dedza,Dedza,15608,-14.3666667,34.3333333
MW,Malawi,Mchinji,Mchinji,18305,-13.8,32.9
MW,Malawi,Ntcheu,Ntcheu,10445,-14.8166667,34.6333333
MW,Malawi,Chiradzulu,Chiradzulu,1580,-15.7,35.1833333
MW,Malawi,Nsanje,Nsanje,21774,-16.9166667,35.2666667
MW,Malawi,Mwanza,Mwanza,11379,-15.6166667,34.5166667
MW,Malawi,Mulanje,Mulanje,16483,-16.0333333,35.5
MW,Malawi,Chitipa,Karonga,33325.5,-9.932896302,33.93331864
MW,Malawi,Chitipa,Chitipa,11118,-9.716217022,33.26664099
MW,Malawi,Nkhata Bay,Nkhata Bay,16914.5,-11.59961627,34.30001461
MW,Malawi,Nkhotakota,Nkhotakota,42359.5,-12.91628009,34.30001461
MW,Malawi,Mangochi,Mangochi,68973.5,-14.45959674,35.26998124
MW,Malawi,Salima,Salima,50616.5,-13.78294554,34.43328813
MW,Malawi,Nsanje,Chiromo,25235,-16.55001178,35.1332454
MW,Malawi,Zomba,Zomba,80932,-15.39003091,35.31003048
MW,Malawi,Mzimba,Mzuzu,110201,-11.45998655,34.01998002
MW,Malawi,Blantyre,Blantyre,584877,-15.79000649,34.98994665
MW,Malawi,Lilongwe,Lilongwe,646750,-13.98329507,33.78330196
MY,Malaysia,Perlis,Kangar,63869,6.433001991,100.1899987
MY,Malaysia,Pahang,Kuala Lipis,15448,4.18400112,102.0420006
MY,Malaysia,Selangor,Shah Alam,481654,3.066695996,101.5499977
MY,Malaysia,Perak,Teluk Intan,82506,4.01185976,101.0314453
MY,Malaysia,Pulau Pinang,Butterworth,464621.5,5.417071146,100.4000109
MY,Malaysia,Kedah,Sungai Petani,293671,5.649718444,100.4793343
MY,Malaysia,Kedah,Alor Setar,276921.5,6.113307718,100.3729325
MY,Malaysia,Johor,Muar,159621.5,2.033737609,102.566597
MY,Malaysia,Johor,Batu Pahat,177927.5,1.850363789,102.9333447
MY,Malaysia,Johor,Keluang,163264,2.038310973,103.317869
MY,Malaysia,Negeri Sembilan,Seremban,336824,2.710492166,101.9400203
MY,Malaysia,Pahang,Raub,36772.5,3.792700011,101.8423002
MY,Malaysia,Trengganu,Chukai,63535.5,4.233241596,103.4478869
MY,Malaysia,Trengganu,Kuala Terengganu,317637.5,5.330409769,103.12
MY,Malaysia,Sabah,Lahad Datu,82966,5.046396097,118.3359704
MY,Malaysia,Sarawak,Bintulu,117643.5,3.16640749,113.0359838
MY,Malaysia,Sarawak,Miri,219957.5,4.399923929,113.9845048
MY,Malaysia,Johor,Johor Bahru,838744.5,1.480024637,103.7300402
MY,Malaysia,Selangor,Kelang,917933.5,3.020369892,101.5500183
MY,Malaysia,Perak,Taiping,227371,4.864960143,100.7199914
MY,Malaysia,Perak,Ipoh,656227,4.599989236,101.0649833
MY,Malaysia,Kelantan,Kota Baharu,392449.5,6.119973978,102.2299768
MY,Malaysia,Melaka,Malacca,645916.5,2.206414407,102.2464615
MY,Malaysia,Pahang,Kuantan,320462,3.829958719,103.3200394
MY,Malaysia,Sabah,Tawau,297996.5,4.270965392,117.8959973
MY,Malaysia,Sabah,Sandakan,341788.5,5.842962462,118.107974
MY,Malaysia,Sabah,Kota Kinabalu,492498.5,5.979982523,116.1100081
MY,Malaysia,Sarawak,Sibu,201035.5,2.302971821,111.8430334
MY,Malaysia,Pulau Pinang,George Town,1610101,5.413613156,100.3293679
MY,Malaysia,Sarawak,Kuching,537685,1.529969909,110.3299991
MY,Malaysia,Selangor,Putrajaya,58982,2.914019795,101.701947
MY,Malaysia,Selangor,Kuala Lumpur,1448000,3.166665872,101.6999833
MV,Maldives,,Male,108310,4.16670819,73.49994747
ML,Mali,Timbuktu,Goundam,6217.5,16.41699404,-3.666582684
ML,Mali,Kidal,Aguelhok,8540,19.45487062,0.856371214
ML,Mali,Gao,Bourem,28743,16.90037539,-0.349989259
ML,Mali,Bamako,Kati,54908.5,12.75042198,-8.080008384
ML,Mali,Bamako,Banamba,18312,13.55039899,-7.449995159
ML,Mali,Bamako,Kangaba,17232,11.94041974,-8.440012249
ML,Mali,Kayes,Nioro du Sahel,14421,15.23042564,-9.589967897
ML,Mali,Kayes,Bafoulabe,26823,13.80038373,-10.82002201
ML,Mali,Kayes,Satadougou,706,12.61699343,-11.4066012
ML,Mali,Kayes,Yelimane,988,15.13371319,-10.56662663
ML,Mali,Kayes,Kita,26102,13.05040367,-9.483307741
ML,Mali,Sikasso,Koutiala,102140,12.39041811,-5.469986818
ML,Mali,Sikasso,Sikasso,185269.5,11.3204059,-5.679999839
ML,Mali,Sikasso,Bougouni,30547,11.42042564,-7.48996688
ML,Mali,Ségou,Markala,46161.5,13.67036582,-6.069950197
ML,Mali,Ségou,Sokolo,4251,14.73373761,-6.133305503
ML,Mali,Ségou,San,33098.5,13.30041424,-4.900047446
ML,Mali,Timbuktu,Taoudenni,3019,22.66658673,-3.983359214
ML,Mali,Timbuktu,Araouane,4026,18.90002077,-3.529950197
ML,Mali,Kidal,Tessalit,5869.5,20.20138837,1.088811807
ML,Mali,Gao,Menaka,9110,15.91666282,2.399997923
ML,Mali,Bamako,Nara,18459,15.18001528,-7.279979697
ML,Mali,Bamako,Koulikoro,13408.5,12.88330792,-7.549989056
ML,Mali,Mopti,Mopti,93269.5,14.48997988,-4.180039715
ML,Mali,Gao,Gao,87472.5,16.26658978,-0.05000757
ML,Mali,Kayes,Kayes,77207,14.44998232,-11.44001001
ML,Mali,Ségou,Segou,107752,13.43999229,-6.260016115
ML,Mali,Timbuktu,Timbuktu,68872,16.7665851,-3.016596518
ML,Mali,Bamako,Bamako,1395640.5,12.65001467,-8.000039105
ML,Mali,Mopti,Djenne,27663,13.89999005,-4.549991294
MT,Malta,,Valletta,187608,35.89973248,14.51471065
MH,Marshall Islands,,Majuro,22950,7.103004311,171.3800002
MR,Mauritania,Tiris Zemmour,Fderik,5760,22.67900113,-12.70700053
MR,Mauritania,Brakna,Aleg,8388,17.057997,-13.90899556
MR,Mauritania,Inchiri,Akjoujt,370,19.74699906,-14.39099948
MR,Mauritania,Tiris Zemmour,Zouirat,56345,22.73038129,-12.4833055
MR,Mauritania,Tiris Zemmour,Chegga,10,25.38040041,-5.779967897
MR,Mauritania,Brakna,Magta Lajar,10,17.00039512,-13.49998763
MR,Mauritania,Brakna,Bogue,10415,16.59039431,-14.26996647
MR,Mauritania,Trarza,Boutilimit,14142,17.55038739,-14.70004358
MR,Mauritania,Guidimaka,Selibaby,460,15.16701866,-12.18332381
MR,Mauritania,Hodh ech Chargui,Timbedra,245,16.25041506,-8.166618084
MR,Mauritania,Hodh ech Chargui,Nema,127500,16.61705935,-7.250007366
MR,Mauritania,Trarza,Saint-Louis,198396,16.01998985,-16.51001062
MR,Mauritania,Tagant,Tidjikdja,19981,18.5500163,-11.41660059
MR,Mauritania,Tiris Zemmour,Bir Mogrein,10,25.23330345,-11.58330876
MR,Mauritania,Trarza,Rosso,47203,16.52401593,-15.81266301
MR,Mauritania,Assaba,Kiffa,73930,16.61997906,-11.39998661
MR,Mauritania,Dakhlet Nouadhibou,Nouadhibou,86738,20.90000205,-17.05602381
MR,Mauritania,Hodh el Gharbi,Ayoun el Atrous,1423,16.66659121,-9.616658774
MR,Mauritania,Nouakchott,Nouakchott,701772,18.08642702,-15.97534041
MR,Mauritania,Adrar,Atar,44265,20.51664044,-13.04998926
MU,Mauritius,,Curepipe,192087.5,-20.31619017,57.51663367
MU,Mauritius,,Port Louis,371953.5,-20.16663857,57.49999385
MX,Mexico,Baja California,Vicente Guerrero,7294.5,30.76405113,-116.0092603
MX,Mexico,Baja California Sur,Loreto,10760.5,26.01333335,-111.3516635
MX,Mexico,Baja California Sur,Ciudad Constitucion,37605.5,25.04000775,-111.6599909
MX,Mexico,Coahuila,Allende,18268.5,28.32998781,-100.8499789
MX,Mexico,Coahuila,Nueva Rosita,35746.5,27.94995933,-101.2199821
MX,Mexico,Chihuahua,Hidalgo del Parral,102573,26.93335472,-105.6666358
MX,Mexico,Chihuahua,Ascension,10761,31.10002545,-107.979983
MX,Mexico,Durango,Gomez Palacio,313952.5,25.57005292,-103.5000238
MX,Mexico,Durango,Canatlan,7806.5,24.51998781,-104.7799974
MX,Mexico,Sinaloa,Villa Union,14563,23.19999086,-106.2300381
MX,Mexico,Sinaloa,Altata,750,24.63604509,-107.9162153
MX,Mexico,Sonora,Esperanza,3836,27.58000775,-109.9299931
MX,Mexico,Sonora,Magdalena,13402,30.61661826,-111.0499506
MX,Mexico,Sonora,Nacozari Viejo,11872,30.42001528,-109.6499844
MX,Mexico,Zacatecas,Villanueva,9093.5,22.35001691,-102.88001
MX,Mexico,Nuevo León,Montemorelos,40167,25.1899986,-99.83998885
MX,Mexico,Nuevo León,Sabinas Hidalgo,26122.5,26.51002138,-100.1799681
MX,Mexico,San Luis Potosí,Cardenas,15331,22.00001243,-99.66999923
MX,Mexico,San Luis Potosí,Ciudad Valles,112234,21.97998781,-99.02001306
MX,Mexico,San Luis Potosí,Rio Verde,59233.5,21.92999086,-99.98000615
MX,Mexico,Tamaulipas,Ciudad Mante,78299.5,22.73335268,-98.95001734
MX,Mexico,Tamaulipas,Reynosa,458997,26.07999595,-98.30003117
MX,Mexico,Tamaulipas,Ciudad Madero,165411.5,22.31890769,-97.836106
MX,Mexico,Jalisco,Autlan,44912,19.77001935,-104.3699966
MX,Mexico,Michoacán,Ciudad Hidalgo,59573.5,19.67997316,-100.569996
MX,Mexico,Michoacán,Apatzingan,92616.5,19.07998395,-102.3500165
MX,Mexico,Nayarit,Santiago Ixcuintla,17077.5,21.81999758,-105.2200481
MX,Mexico,Oaxaca,Juchitan,62254.5,16.42999066,-95.01999882
MX,Mexico,Oaxaca,Miahuatlan,16661.5,16.32999676,-96.60000574
MX,Mexico,Puebla,Atlixco,91866.5,18.90002077,-98.44999618
MX,Mexico,Puebla,Acatlan,17585.5,18.19996014,-98.04999475
MX,Mexico,Tabasco,Paraiso,14167.5,18.40002545,-93.22997888
MX,Mexico,Tabasco,Balancan,7666.5,17.79995872,-91.52997929
MX,Mexico,Tlaxcala,Tlaxcala,296836.5,19.31999514,-98.2300096
MX,Mexico,Guanajuato,Irapuato,339554,20.67001609,-101.4999909
MX,Mexico,Guanajuato,Celaya,344799,20.53002464,-100.8000078
MX,Mexico,Guerrero,Chilpancingo,173818.5,17.54997398,-99.5000096
MX,Mexico,Guerrero,Iguala,110641.5,18.37000144,-99.53998133
MX,Mexico,Guerrero,Tecpan,14638,17.24999229,-100.6799893
MX,Mexico,Guerrero,Atoyac,19798,17.19999534,-100.4300304
MX,Mexico,México,Nezahualcoyotl,929681.5,19.41001548,-99.02998661
MX,Mexico,Querétaro,San Juan del Rio,132866,20.37998212,-100.0000308
MX,Mexico,Veracruz,Jaltipan,66998,17.93997601,-94.73999007
MX,Mexico,Veracruz,Orizaba,238340.5,18.85002382,-97.12999923
MX,Mexico,Veracruz,Xalapa,438667,19.52998232,-96.91998621
MX,Mexico,Veracruz,Nautla,2653.5,20.21658124,-96.78335372
MX,Mexico,Chiapas,San Cristobal de Las Casas,157828.5,16.74999697,-92.63337447
MX,Mexico,Chiapas,Escuintla,58313.5,15.33000612,-92.62998967
MX,Mexico,Yucatán,Motul,21181,21.09998985,-89.27998743
MX,Mexico,Yucatán,Tekax,20577,20.1999931,-89.27998743
MX,Mexico,Yucatán,Peto,12924,20.12997154,-88.91998356
MX,Mexico,Yucatán,Halacho,8116,20.47997601,-90.08001612
MX,Mexico,Baja California,San Quintin,5433,30.48373232,-115.9499874
MX,Mexico,Baja California,Punta Prieta,527,28.93369773,-114.1665821
MX,Mexico,Baja California,San Felipe,18068,31.02411277,-114.8496153
MX,Mexico,Baja California Sur,Santa Rosalia,11110,27.31707806,-112.2833637
MX,Mexico,Baja California Sur,Guerrero Negro,13054,27.99042198,-114.1699669
MX,Mexico,Coahuila,Piedras Negras,137295,28.70763918,-100.5316521
MX,Mexico,Coahuila,San Pedro de las Colonias,53688,25.7592145,-102.9826911
MX,Mexico,Coahuila,Sierra Mojada,10,27.28757082,-103.2871945
MX,Mexico,Coahuila,Parras,23714,25.42039797,-102.1799494
MX,Mexico,Chihuahua,Cuauhtemoc,84967.5,28.42574424,-106.8695856
MX,Mexico,Chihuahua,Nuevo Casas Grandes,53091,30.41849082,-107.9118993
MX,Mexico,Chihuahua,Ojinaga,19804.5,29.54040489,-104.41002
MX,Mexico,Chihuahua,Villa Ahumada,8213.5,30.61044293,-106.5099952
MX,Mexico,Chihuahua,Santa Barbara,8413.5,26.80044293,-105.8200373
MX,Mexico,Chihuahua,Ciudad Camargo,35904.5,27.69041445,-105.1700511
MX,Mexico,Durango,Cuencame,5416,24.8704057,-103.6999858
MX,Mexico,Durango,Papasquiaro,11635.5,24.83040814,-105.3399891
MX,Mexico,Sinaloa,Escuinapa,28248,22.85042564,-105.7999868
MX,Mexico,Sinaloa,Guamuchil,60985.5,25.47036908,-108.0900021
MX,Mexico,Sinaloa,Guasave,82654.5,25.57049217,-108.4699789
MX,Mexico,Sinaloa,El Fuerte,8326.5,26.42041445,-108.6199956
MX,Mexico,Sinaloa,Eldorado,15750.5,24.3304645,-107.3699943
MX,Mexico,Sinaloa,La Cruz,11527.5,23.92041201,-106.900023
MX,Mexico,Sonora,Agua Prieta,77264.5,31.32233746,-109.5630388
MX,Mexico,Sonora,Ciudad Obregon,273082,27.46660382,-109.9249805
MX,Mexico,Sonora,Navajoa,116093,27.08189862,-109.4546216
MX,Mexico,Sonora,Caborca,55126.5,30.71614707,-112.1642495
MX,Mexico,Sonora,Mazatlan,469217,29.01710349,-110.1333399
MX,Mexico,Sonora,Cananea,28625.5,30.99041974,-110.3000481
MX,Mexico,Sonora,Huatabampo,27744.5,26.83041526,-109.6300373
MX,Mexico,Zacatecas,Zacatecas,176521.5,22.77043052,-102.5800025
MX,Mexico,Zacatecas,Juan Aldama,13117.5,24.29041526,-103.3899789
MX,Mexico,Zacatecas,Valparaiso,7956.5,22.77043052,-103.5699679
MX,Mexico,Zacatecas,Fresnillo,102629.5,23.17043194,-102.8599854
MX,Mexico,Nuevo León,Linares,52349.5,24.86038047,-99.57003117
MX,Mexico,San Luis Potosí,Matehuala,63624.5,23.6603762,-100.6500169
MX,Mexico,San Luis Potosí,Tamuin,11076.5,21.98037539,-98.7500037
MX,Mexico,San Luis Potosí,Tamazunchale,47108.5,21.27041872,-98.7799502
MX,Mexico,Tamaulipas,Tula,4683,23.00039064,-99.71999618
MX,Mexico,Tamaulipas,Aldama,11367,22.92042137,-98.06996769
MX,Mexico,Tamaulipas,San Fernando,25596,24.85043276,-98.16001388
MX,Mexico,Colima,Tecoman,85450,18.92038129,-103.8799748
MX,Mexico,Jalisco,Puerto Vallarta,183969,20.67709576,-105.2449819
MX,Mexico,Jalisco,La Barca,34897,20.28037579,-102.5600037
MX,Mexico,Jalisco,Ciudad Guzman,90480,19.71041058,-103.4600004
MX,Mexico,Jalisco,Lagos de Moreno,89402,21.37041262,-101.9299905
MX,Mexico,Michoacán,Morelia,618551.5,19.73338076,-101.189493
MX,Mexico,Michoacán,Lazaro Cardenas,122044,17.95870872,-102.199974
MX,Mexico,Michoacán,Zamora,169931.5,19.98036826,-102.2800208
MX,Mexico,Michoacán,Coalcoman,9687.5,18.78038983,-103.1499677
MX,Mexico,Michoacán,Uruapan,250919.5,19.42037661,-102.0700078
MX,Mexico,Nayarit,Tuxpan,26115,21.93040428,-105.2699675
MX,Mexico,Nayarit,Tepic,299686.5,21.50539146,-104.8799913
MX,Mexico,Nayarit,Compostela,15192,21.23042116,-104.8999901
MX,Mexico,Nayarit,Tecuala,12752,22.40042727,-105.4599817
MX,Mexico,Campeche,Ciudad del Carmen,148751.5,18.65365928,-91.82448019
MX,Mexico,Campeche,Champoton,25722.5,19.35043256,-90.72000289
MX,Mexico,Oaxaca,Salina Cruz,77355.5,16.16706097,-95.19998784
MX,Mexico,Oaxaca,Puerto Escondido,15402.5,15.85918031,-97.06588835
MX,Mexico,Oaxaca,Pochutla,18779.5,15.73039512,-96.46998784
MX,Mexico,Oaxaca,Mitla,4313,16.91704103,-96.39999211
MX,Mexico,Oaxaca,Tlaxiaco,17999.5,17.27040448,-97.68001734
MX,Mexico,Oaxaca,Huajuapan de Leon,41766.5,17.81037152,-97.78998478
MX,Mexico,Puebla,Tehuacan,239370.5,18.4503583,-97.37998397
MX,Mexico,Puebla,Teziutlan,124307.5,19.82042971,-97.35998519
MX,Mexico,Tabasco,Frontera,15014,18.5803762,-92.64998845
MX,Mexico,Tabasco,Tenosique,24949.5,17.48036582,-91.42998539
